Turbine_ID,Temperature_Class_One_Week_Before,Average_Pressure_Score
3458,2. Cool ( 7c - 14c),17.692308
3459,1. Cold (under 7c),24.538462
3460,1. Cold (under 7c),12.538462
3461,2. Cool ( 7c - 14c),17.692308
3462,4. Hot  (20c and over),18.461538
3463,1. Cold (under 7c),12
3464,1. Cold (under 7c),18.769231
3465,2. Cool ( 7c - 14c),17.692308
3466,1. Cold (under 7c),18.769231
3467,1. Cold (under 7c),18.769231
3468,2. Cool ( 7c - 14c),7.615385
3469,4. Hot  (20c and over),8.615385
3470,2. Cool ( 7c - 14c),9.384615
3471,4. Hot  (20c and over),8.615385
3472,2. Cool ( 7c - 14c),17.384615
3473,4. Hot  (20c and over),16.769231
3474,4. Hot  (20c and over),18.461538
3475,1. Cold (under 7c),12
3476,2. Cool ( 7c - 14c),7.615385
3477,1. Cold (under 7c),12
3478,1. Cold (under 7c),20.615385
3479,1. Cold (under 7c),24.538462
3480,4. Hot  (20c and over),19.769231
3481,1. Cold (under 7c),12
3482,4. Hot  (20c and over),12.461538
3483,2. Cool ( 7c - 14c),14.846154
3484,1. Cold (under 7c),12.538462
3485,1. Cold (under 7c),17.538462
3486,4. Hot  (20c and over),18.461538
3487,1. Cold (under 7c),12
3488,4. Hot  (20c and over),16.769231
3489,4. Hot  (20c and over),8.615385
3490,2. Cool ( 7c - 14c),7.615385
3491,1. Cold (under 7c),20.615385
3492,1. Cold (under 7c),20.615385
3493,2. Cool ( 7c - 14c),17.692308
3494,2. Cool ( 7c - 14c),14.846154
3495,1. Cold (under 7c),18.769231
3496,1. Cold (under 7c),17.538462
3497,4. Hot  (20c and over),9.769231
3498,1. Cold (under 7c),20.615385
3499,4. Hot  (20c and over),8.615385
3500,4. Hot  (20c and over),12.461538
3501,1. Cold (under 7c),18.769231
3502,2. Cool ( 7c - 14c),9.384615
3503,4. Hot  (20c and over),12.461538
3504,1. Cold (under 7c),12
3505,1. Cold (under 7c),17.538462
3506,3. (Warm 15c- 19c),21.769231
3507,2. Cool ( 7c - 14c),9.384615
3508,3. (Warm 15c- 19c),21.769231
3509,2. Cool ( 7c - 14c),12.384615
3510,4. Hot  (20c and over),16.769231
3511,2. Cool ( 7c - 14c),14.846154
3512,1. Cold (under 7c),12.538462
3513,1. Cold (under 7c),12.538462
3514,4. Hot  (20c and over),8.615385
3515,4. Hot  (20c and over),8.615385
3516,2. Cool ( 7c - 14c),12.384615
3517,1. Cold (under 7c),29.769231
3518,4. Hot  (20c and over),16.769231
3519,1. Cold (under 7c),20.615385
3520,2. Cool ( 7c - 14c),14.846154
3521,4. Hot  (20c and over),19.769231
3522,1. Cold (under 7c),17.538462
3523,1. Cold (under 7c),29.769231
3524,4. Hot  (20c and over),19.769231
3525,4. Hot  (20c and over),8.615385
3526,2. Cool ( 7c - 14c),17.384615
3527,2. Cool ( 7c - 14c),17.692308
3528,2. Cool ( 7c - 14c),17.384615
3529,4. Hot  (20c and over),8.615385
3530,1. Cold (under 7c),12.538462
3531,4. Hot  (20c and over),18.461538
3532,4. Hot  (20c and over),19.769231
3533,1. Cold (under 7c),18.769231
3534,2. Cool ( 7c - 14c),14.846154
3535,1. Cold (under 7c),18.769231
3536,4. Hot  (20c and over),19.769231
3537,1. Cold (under 7c),12
3538,2. Cool ( 7c - 14c),7.615385
3539,4. Hot  (20c and over),12.461538
3540,1. Cold (under 7c),18.769231
3541,4. Hot  (20c and over),9.769231
3542,1. Cold (under 7c),18
3543,4. Hot  (20c and over),8.615385
3544,1. Cold (under 7c),12
3545,1. Cold (under 7c),12
3546,1. Cold (under 7c),29.769231
3547,1. Cold (under 7c),12.538462
3548,1. Cold (under 7c),18.769231
3549,4. Hot  (20c and over),19.769231
3550,4. Hot  (20c and over),16.769231
3551,2. Cool ( 7c - 14c),17.692308
3552,1. Cold (under 7c),18
3553,2. Cool ( 7c - 14c),7.615385
3554,3. (Warm 15c- 19c),21.769231
3555,4. Hot  (20c and over),9.769231
3556,1. Cold (under 7c),18
3557,1. Cold (under 7c),18
3558,4. Hot  (20c and over),12.461538
3559,2. Cool ( 7c - 14c),17.384615
3560,4. Hot  (20c and over),8.615385
3561,2. Cool ( 7c - 14c),12.384615
3562,4. Hot  (20c and over),18.461538
3563,2. Cool ( 7c - 14c),14.846154
3564,1. Cold (under 7c),17.538462
3565,1. Cold (under 7c),17.538462
3566,2. Cool ( 7c - 14c),14.846154
3567,4. Hot  (20c and over),16.769231
3568,1. Cold (under 7c),12
3569,1. Cold (under 7c),29.769231
3570,2. Cool ( 7c - 14c),14.846154
3571,1. Cold (under 7c),18.769231
3572,4. Hot  (20c and over),8.615385
3573,4. Hot  (20c and over),12.461538
3574,4. Hot  (20c and over),8.615385
3575,4. Hot  (20c and over),8.615385
3576,1. Cold (under 7c),12
3577,4. Hot  (20c and over),9.769231
3578,1. Cold (under 7c),17.538462
3579,1. Cold (under 7c),20.615385
3580,4. Hot  (20c and over),16.769231
3581,2. Cool ( 7c - 14c),17.692308
3582,1. Cold (under 7c),20.615385
3583,4. Hot  (20c and over),8.615385
3584,3. (Warm 15c- 19c),21.769231
3585,1. Cold (under 7c),12
3586,1. Cold (under 7c),20.615385
3587,4. Hot  (20c and over),9.769231
3588,1. Cold (under 7c),17.538462
3589,1. Cold (under 7c),19.769231
3590,4. Hot  (20c and over),16.076923
3591,2. Cool ( 7c - 14c),10.384615
3592,2. Cool ( 7c - 14c),11.230769
3593,3. (Warm 15c- 19c),13.769231
3594,1. Cold (under 7c),8.692308
3595,4. Hot  (20c and over),16.076923
3596,4. Hot  (20c and over),7.230769
3597,3. (Warm 15c- 19c),16.384615
3598,3. (Warm 15c- 19c),16.384615
3599,2. Cool ( 7c - 14c),10.076923
3600,1. Cold (under 7c),9.769231
3601,1. Cold (under 7c),19.769231
3602,1. Cold (under 7c),8.692308
3603,1. Cold (under 7c),26.384615
3604,1. Cold (under 7c),13.846154
3605,1. Cold (under 7c),13.846154
3606,2. Cool ( 7c - 14c),11.230769
3607,4. Hot  (20c and over),13.230769
3608,2. Cool ( 7c - 14c),10.076923
3609,2. Cool ( 7c - 14c),13.769231
3610,1. Cold (under 7c),9.769231
3611,4. Hot  (20c and over),7.230769
3612,1. Cold (under 7c),8.692308
3613,4. Hot  (20c and over),13.230769
3614,4. Hot  (20c and over),16.076923
3615,4. Hot  (20c and over),9.923077
3616,1. Cold (under 7c),13.846154
3617,2. Cool ( 7c - 14c),10.076923
3618,1. Cold (under 7c),18.461538
3619,2. Cool ( 7c - 14c),16.538462
3620,4. Hot  (20c and over),17.846154
3621,1. Cold (under 7c),24.153846
3622,1. Cold (under 7c),19.769231
3623,1. Cold (under 7c),24.153846
3624,3. (Warm 15c- 19c),13.769231
3625,1. Cold (under 7c),26.384615
3626,1. Cold (under 7c),26.384615
3627,2. Cool ( 7c - 14c),15.769231
3628,1. Cold (under 7c),8.692308
3629,1. Cold (under 7c),18.461538
3630,4. Hot  (20c and over),9.923077
3631,1. Cold (under 7c),26.384615
3632,3. (Warm 15c- 19c),13.769231
3633,4. Hot  (20c and over),13.230769
3634,1. Cold (under 7c),18.461538
3635,2. Cool ( 7c - 14c),16.692308
3636,2. Cool ( 7c - 14c),16.692308
3637,3. (Warm 15c- 19c),13.769231
3638,4. Hot  (20c and over),7.230769
3639,4. Hot  (20c and over),7.230769
3640,3. (Warm 15c- 19c),13.769231
3641,4. Hot  (20c and over),16.076923
3642,2. Cool ( 7c - 14c),15.769231
3643,4. Hot  (20c and over),17.846154
3644,1. Cold (under 7c),13.846154
3645,1. Cold (under 7c),26.384615
3646,4. Hot  (20c and over),16.076923
3647,1. Cold (under 7c),26.384615
3648,1. Cold (under 7c),24.153846
3649,3. (Warm 15c- 19c),16.384615
3650,1. Cold (under 7c),26.384615
3651,3. (Warm 15c- 19c),13.769231
3652,2. Cool ( 7c - 14c),10.384615
3653,1. Cold (under 7c),8.692308
3654,2. Cool ( 7c - 14c),16.692308
3655,4. Hot  (20c and over),16.076923
3656,4. Hot  (20c and over),16.076923
3657,2. Cool ( 7c - 14c),11.230769
3658,1. Cold (under 7c),24.153846
3659,3. (Warm 15c- 19c),13.769231
3660,1. Cold (under 7c),9.769231
